djk_id	djk_text	eng_id	eng_text
5295	Ma dati á wani taki, wan man sete wan libi kaba, da a mu booko dati baka. Kweti! Ma sama di ná abi uman moo á mu go feti sete wan taa libi baka.	5295	Are you bound to a wife? Don't seek to be freed. Are you free from a wife? Don't seek a wife.
5296	A ná enke man di libi anga uman baka du wan ogii. Yonkuu uman di teke wan man libi seefi tu. Ma sama di sete wan libi mu sabi taki, a libi de abi tyotyo libisama fasi. Da mi á be sa wani u miti dati.	5296	But if you marry, you have not sinned. If a virgin marries, she has not sinned. Yet such will have oppression in the flesh, and I want to spare you.
5297	Biibiwan! Mi wani soi anga ala dati fa a libi fu goontapu ya satu. Da meke wan man di libi anga uman poi de anga Masaa Gadu enke di a be de sondee uman.	5297	But I say this, brothers: the time is short, that from now on, both those who have wives may be as though they had none;
5298	Meke sama anga buduufu sabi taki, buduufu ya á de fu tan tego. Meke sama anga piisii sabi taki, piisii ya á de fu tan tego.	5298	and those who weep, as though they didn't weep; and those who rejoice, as though they didn't rejoice; and those who buy, as though they didn't possess;
5299	Sama di e bai sani seli baka á mu teke a moni ya teli enke moo gaan sani. Bika dyonson, da a hii goontapu ya o pasa gwe.	5299	and those who use the world, as not using it to the fullest. For the mode of this world passes away.
5300	Da mi wani u libi sondee booko ede. Bika man sondee uman abi wan kodo booko ede namo, fu libi piisii Masaa Gadu. Da ai wooko anga hii pakisei a den sani fu Masaa.	5300	But I desire to have you to be free from cares. He who is unmarried is concerned for the things of the Lord, how he may please the Lord;
5301	Ma te man libi anga uman, da ai booko ede ala fasi anga goontapu sani, fu libi piisii en uman. Da ai abi tu booko ede.	5301	but he who is married is concerned about the things of the world, how he may please his wife.
5302	Soseefi uman sondee man anga yonkuu uman e abi wan kodo booko ede. Dati na fu gi ten anga hii pakisei a san bigi gi Masaa. Den e libisama fasi anga jeje fasi gi Masaa. Ma te den libi anga man, da den e booko ede anga goontapu sani fu libi piisii den man.	5302	There is also a difference between a wife and a virgin. The unmarried woman cares about the things of the Lord, that she may be holy both in body and in spirit. But she who is married cares about the things of the world--how she may please her husband.
5303	Mi booko a hii toli ya pisipisi, ma a ná fu banda u anda. Kweti! Ma na fu yeepi u. Bika mi wani goontapu libi á sa muliki u pakisei di mu de a Masaa Gadu wawan. Na so mi wani u libi enke fa a mu de.	5303	This I say for your own profit; not that I may ensnare you, but for that which is appropriate, and that you may attend to the Lord without distraction.
5304	Dda di abi yonkuu umanpikin! Efu yu e si enke i fowtu fu fika en sondee fu teke man libi, da gi en pasi fu du dati. Na wan bun sani, da a ná ogii. Bika a goo doo peesi kaba.	5304	But if any man thinks that he is behaving inappropriately toward his virgin, if she is past the flower of her age, and if need so requires, let him do what he desires. He doesn't sin. Let them marry.
5305	Ma efu yu fende taki, yu yonkuu umanpikin mu tan sondee fu libi anga man, da yu abi pasi fu fika en so. Na wan bun sani tu. A á mu de namo taki, na sama dwengi yu fu wooko so.	5305	But he who stands steadfast in his heart, having no necessity, but has power over his own heart, to keep his own virgin, does well.
5306	Soo! Da yonkuu umanpikin teke man libi na wan bun sani. Yonkuu umanpikin tan sondee teke man libi moo bun baka seefi.	5306	So then both he who gives his own virgin in marriage does well, and he who doesn't give her in marriage does better.
5307	Bika wan weiti taki, uman di libi anga man noiti mu fika dati go teke taa man. Na te a man dede fosi, da a sa teke taa man libi baka di mu de wan biibi man tu.	5307	A wife is bound by law for as long as her husband lives; but if the husband is dead, she is free to be married to whomever she desires, only in the Lord.
5308	Ma fu mi se, da a be sa moo bun fu a be sa tan sondee fu libi anga man baka, te a man dede. Dati na wan sani di mi sabi Masaa Gadu Jeje e piki mi.	5308	But she is happier if she stays as she is, in my judgment, and I think that I also have God's Spirit.
5309	Da u be sende biifi akisi mi sani fu nyan meti di kii fu begi falisi gadu. We, ibii sani yu o du á mu waka anga gaanbigi sabi di u ala abi namo. Dati na bigi fasi! Ma lobi taawan. Da yu o du sani fi enseefi biibi kon moo taanga.	5309	Now concerning things sacrificed to idols: We know that we all have knowledge. Knowledge puffs up, but love builds up.
5310	Bika son sama e denki taki, a sabi ala sani. Ma meke a sama sabi taki, noiti sama kaba sabi sani wanten.	5310	But if anyone thinks that he knows anything, he doesn't yet know as he ought to know.
5311	Ma na te wan sama lobi Masaa Gadu namo, da Masaa Gadu e sabi yu enke sama di ai teli.	5311	But if anyone loves God, the same is known by him.
5312	Da u be sende biifi akisi mi sani fu nyan meti di kii fu begi falisi gadu. We, u ala sabi taki, falisi gadu a goontapu ya á de wan sani. Na Masaa Gadu na awan kodo tuutuu Gadu.	5312	Therefore concerning the eating of things sacrificed to idols, we know that no idol is anything in the world, and that there is no other God but one.
5313	Bika tyaipi falisi gadu de a goontapu anga tapu anda. Den falisi gadu lai, soseefi somen sowtu masaa de tu.	5313	For though there are things that are called "gods," whether in the heavens or on earth; as there are many "gods" and many "lords";
5314	Ma wi kon sabi taki, na wan kodo Gadu namo de. Dati na a Tata fu wi pe ala sani komoto. A libi seefi. Wan kodo Masaa namo de tu. Masaa Jesesi Kelestesi di Masaa Gadu sende meke ala sani. U mokisa libi anga en fende a libi fu Masaa Gadu di a abi.	5314	yet to us there is one God, the Father, of whom are all things, and we for him; and one Lord, Jesus Christ, through whom are all things, and we live through him.
5315	Ma a ná ala sama sabi ala dati. Da den e teli falisi gadu fu wan gaan sani. Bika den de swaki libisama fasi ete. Da efu den nyan meti di kii fu begi falisi gadu, da konsensi e kaagi den.	5315	However, that knowledge isn't in all men. But some, with consciousness of the idol until now, eat as of a thing sacrificed to an idol, and their conscience, being weak, is defiled.
5316	Ma nyanyan toli á bigi fu tyai wi doo Masaa Gadu fesi. Efu u e nyan, efu u nái nyan, dati nái meke u bigi ofu lagi gi Masaa Gadu.	5316	But food will not commend us to God. For neither, if we don't eat, are we the worse; nor, if we eat, are we the better.
5317	Ma luku bun namo, te yu sabi taki, yu abi pasi fu du wan sani. Bika swaki sama di á sabi enke yu konsensi o kaagi den de. Da yu o meke dati naki en futu!	5317	But be careful that by no means does this liberty of yours become a stumbling block to the weak.
5318	Bika yu sabi sani. Ma kande wan swakiwan di á sabi sani enke yu de ape. Da ai si yu sidon e nyan a peesi pe meti e nyan di kii fu begi falisi gadu. Da yu o meke enseefi teke nyan tu.	5318	For if a man sees you who have knowledge sitting in an idol's temple, won't his conscience, if he is weak, be emboldened to eat things sacrificed to idols?
5319	Ma en konsensi swaki libisama fasi ete. Da yu di sabi sani so tyai wan sani kon paati a swaki sama de anga Masaa Gadu. We, na wan sama di Kelestesi be teke dede pai fu yeepi tu. Ma yu meke a lasi ala dati.	5319	And through your knowledge, he who is weak perishes, the brother for whose sake Christ died.
5320	Da yu du wan gaan ogii anga a taa biibiwan taki, i poli a konsensi fi en di swaki libisama fasi ete. Da anga Kelestesi seefi i du a gaan ogii de tu.	5320	Thus, sinning against the brothers, and wounding their conscience when it is weak, you sin against Christ.
5321	We, mi á wani nyan wan sani, da ai tyai taawan futu go naki. Fu mi se, da mi hii libi langa, mi be o tapu nyan meti de. Bika mi á wani tyai taa biibiwan futu go naki.	5321	Therefore if food causes my brother to stumble, I will eat no meat forevermore, that I don't cause my brother to stumble.
5322	Ma, da na dwengi mi de? Kweti! Mi na apaiti bosikopuman fu wi Masaa Jesesi. Mi be si en anga ain. Mi wooko tyai u kon toon biibisama.	5322	Am I not free? Am I not an apostle? Haven't I seen Jesus Christ, our Lord? Aren't you my work in the Lord?
5323	Da taa sama sa taki, mi á de apaiti bosikopuman fi en. Ma u anda á poi taki dati. Bika fa mi tyai u kon toon biibisama na wan maiki fu soi dati.	5323	If to others I am not an apostle, yet at least I am to you; for you are the seal of my apostleship in the Lord.
5324	Na so mi e piki ala den sama di e sitee taki, mi á de apaiti bosikopuman.	5324	My defense to those who examine me is this.
5325	We, da wi enke apaiti bosikopuman abi pasi fu meke yu biibiwan de mu solugu wi anga nyanyan anga diingi.	5325	Have we no right to eat and to drink?
5326	Wi dise abi pasi fu libi anga wan biibi uman tyai waka lontu anga wi. Taa apaiti bosikopuman du dati. Den tyuku tyuku baala fu Masaa Jesesi anga Kefasi seefi.	5326	Have we no right to take along a wife who is a believer, even as the rest of the apostles, and the brothers of the Lord, and Cephas?
5327	Da u si enke mi anga Balnabasi ná abi pasi fu kaba du taa wooko solugu u seefi?	5327	Or have only Barnabas and I no right to not work?
5328	Bika suudati a wooko tapu nái du taa wooko solugu enseefi. Sama di paandi wan goon mu libi fu a nyanyan di sii puu de. Sama di e kweki kaw mu diingi a meliki di ai puu.	5328	What soldier ever serves at his own expense? Who plants a vineyard, and doesn't eat of its fruit? Or who feeds a flock, and doesn't drink from the flock's milk?
5329	Ala a taki de waka libisama fasi. Ma Masaa Gadu weiti taki fu dati tu.	5329	Do I speak these things according to the ways of men? Or doesn't the law also say the same thing?
5330	Bika Mosesi weiti sikiifi taki: “Noiti tei wan kaw mofu te ai wooko yu goon. Gi en pasi fu nyan na a wooko tapu.” Ma kaba denki na kaw namo taki Masaa Gadu e taki de so.	5330	For it is written in the law of Moses, "You shall not muzzle an ox while it treads out the grain." Is it for the oxen that God cares,
5331	Bika dati sikiifi gi wi enke wookoman fi en. Sama di wooko a wan goon mu poi luku fu fende wini fu dati. Sama di koti a nyanyan fu a goon tu.	5331	or does he say it assuredly for our sake? Yes, it was written for our sake, because he who plows ought to plow in hope, and he who threshes in hope should partake of his hope.
5332	Da na wi ya wooko, fu gi u anda a Bun Nyunsu. Da a ná ogii, fu luku fu fende wini a u anda baka.	5332	If we sowed to you spiritual things, is it a great thing if we reap your fleshly things?
5333	Wi abi pasi fu fende wini a u de moo taa wookoman di e fende wini a u de nownow. Ma kweti! Bika a moo betee u banda useefi teke ala sowtu pina, fu meke wi á tyai wan enkii sani kon poti muliki a Bun Nyunsu fu Kelestesi.	5333	If others partake of this right over you, don't we yet more? Nevertheless we did not use this right, but we bear all things, that we may cause no hindrance to the Good News of Christ.
5334	Ma u sabi taki, wookoman na a apaiti begi tafaa a ini a Mama Keliki be sa nyan fu a paiman di tyai kon poti begi Masaa Gadu de. Fesiman fu Dyu keliki be sa nyan a meti di sama e tyai go kii begi Masaa Gadu paadon na a apaiti begi tafaa.	5334	Don't you know that those who serve around sacred things eat from the things of the temple, and those who wait on the altar have their portion with the altar?
5335	Na so Masaa fiti poti gi wi di e tyai a Bun Nyunsu. U mu fende solugu a sama di e teke biibi a dati.	5335	Even so the Lord ordained that those who proclaim the Good News should live from the Good News.
5336	Ma mi nái luku fu u solugu mi. Winsi fa mi abi pasi fu dati seefi. Da fa mi sikiifi ya baka á de fu suku dati tu. A moo betee mi dede! Bika mi á wani poli awan kodo bun nen di mi abi fu gafa.	5336	But I have used none of these things, and I don't write these things that it may be done so in my case; for I would rather die, than that anyone should make my boasting void.
5337	Bika fa mi e gi a Bun Nyunsu ya, ma mi á poi gafa miseefi anga en. Bika na Kelestesi kisi mi poti fu du a wooko ya namo namo. Da heelu fu mi, efu mi á du en!	5337	For if I preach the Good News, I have nothing to boast about; for necessity is laid on me; but woe is to me, if I don't preach the Good News.
5338	Bika efu mi be e du a wooko ya anga miseefi wani, da mi be o teke paiman fi en. Ma kweti! Na Kelestesi sende mi. Da na mi wooko di mi musu fu du.	5338	For if I do this of my own will, I have a reward. But if not of my own will, I have a stewardship entrusted to me.
5339	Ma luku a paiman fu di mi e tyai a Bun Nyunsu ya. Na di mi e du a wooko ya sondee fu suku san mi abi pasi fu teke. Da dati e gi mi piisii.	5339	What then is my reward? That, when I preach the Good News, I may present the Good News of Christ without charge, so as not to abuse my authority in the Good News.
5340	Ma mi á de a dwengi taki, sama na mi basi fu a wooko ya. Ma toku miseefi poti miseefi fu wooko piisii ala sama. Da mi sa wini onmen mi poi meke kon toon biibisama.	5340	For though I was free from all, I brought myself under bondage to all, that I might gain the more.
5341	Da te mi doo Dyusama, da mi e oli miseefi Dyu, fu wini son fu den. Weiti nái wooko a mi tapu. Ma te mi doo sama anga weiti fasi, da mi e oli miseefi weiti fasi tu, fu wini son fu den de.	5341	To the Jews I became as a Jew, that I might gain Jews; to those who are under the law, as under the law, that I might gain those who are under the law;
5342	Te mi doo taa foluku sondee weiti fasi, da mi e oli miseefi sondee weiti fasi tu, fu wini son fu den. Ma dati nái wani taki, mi e kaba anga a tuutuu weiti fa Kelestesi leli wi libi.	5342	to those who are without law, as without law (not being without law toward God, but under law toward Christ), that I might win those who are without law.
5343	Soseefi, te mi doo biibiwan di swaki libisama fasi ete, da mi nái du sani enke mi sabi moo den. Na so mi e wooko ala fasi gi ala sowtu sama, fu yeepi onmen mi poi wini gi Kelestesi.	5343	To the weak I became as weak, that I might gain the weak. I have become all things to all men, that I may by all means save some.
5344	Ala a wooko ya na fu a Bun Nyunsu sa go doo ala sama. Da mi anga den makandii sa fende den dyendee seigi di Masaa Gadu paamisi.	5344	Now I do this for the sake of the Good News, that I may be a joint partaker of it.
5345	Ma somen sama e tiingi a lo fu sitee lon. Ma na wan kodo namo o toon winiman fu a gaan paiman. Da meke moiti seefi, fu wini a gaan paiman ya.	5345	Don't you know that those who run in a race all run, but one receives the prize? Run like that, that you may win.
5346	Sama di o go sitee lon e seeka bun, fu wai son sani di ai losutu poti a wanse fosi. Ma na fu wini gowtu ati wei a ede, di á de fu wei tego. Wiseefi mu wai son sani di wi e losutu poti wan se, fu wini a gowtu ati fu wei tego.	5346	Every man who strives in the games exercises self-control in all things. Now they do it to receive a corruptible crown, but we an incorruptible.
5347	Mi ya seefi e meke moiti! Mi nái lon enke mi lasi pasi daai lontu enke mi nái si pe fu lon go wini. Mi nái feti enke kofuman di kofu e kai a soso peesi, fu naki a winta.	5347	I therefore run like that, as not uncertainly. I fight like that, as not beating the air,
5348	Kweti! Mi e dwengi losutu fu sikin, fu dati á wooko enke basi a mi tapu. Da a ná o de taki, mi leli somen sama fende Masaa Gadu paamisi, ma miseefi lasi a gaan winiman paiman.	5348	but I beat my body and bring it into submission, lest by any means, after I have preached to others, I myself should be rejected.
5349	Biibiwan! Pakisei wi avo gaansama. U sabi fa ala den be waka makandii komoto a saafu a Egepte Kondee anga Mosesi! Masaa Gadu poti wan woluku a den fesi a tapu, fu kibii den. A piiti a ze a mindii dee wan pasi fu waka abaa.	5349	Now I would not have you ignorant, brothers, that our fathers were all under the cloud, and all passed through the sea;
5350	Ne ala den pasa anga a woluku a ini a ze wataa. Na so den dopu toon sama fu Mosesi.	5350	and were all baptized into Moses in the cloud and in the sea;
5351	Masaa Gadu solugu ala den anga wan apaiti sowtu nyanyan di ai towe ibii neti komoto a tapu wan foondoo sowtu jeje fasi.	5351	and all ate the same spiritual food;
5352	A poti wan apaiti sowtu siton fu wataa lon wan foondoo sowtu jeje fasi, fu fende diingi. Dati be de Kelestesi seefi di be e waka anga den na ala pe den e go.	5352	and all drank the same spiritual drink. For they drank of a spiritual rock that followed them, and the rock was Christ.
5353	Ma toku a moo gaanse fu den á tyai denseefi piisii Masaa Gadu. Na dati meke a hii sabana doti be tiingi ala se anga dedewan fu den di kai fika de.	5353	However with most of them, God was not well pleased, for they were overthrown in the wilderness.
5354	A hii toli de meke fu wasikoi wi nownow, fu luku bun! Bika fu sani á mu waka so anga wi, da wi á mu meke takuu losutu tyai wi du ogii enke den.	5354	Now these things were our examples, to the intent we should not lust after evil things, as they also lusted.
5355	Meke wi á dini falisi gadu enke somen fu den. Bika Masaa Gadu Buku sikiifi taki: “A foluku poti enseefi fu nyan diingi fesa gi falisi gadu. Den e opo dansi fanya fanya tu.”	5355	Neither be idolaters, as some of them were. As it is written, "The people sat down to eat and drink, and rose up to play."
5356	We, meke wi á teke motyo fasi enke son fu den. Ne Masaa Gadu be mu kii twenti a dii dunsu (23.000) fu den a ini wan dei namo.	5356	Neither let us commit sexual immorality, as some of them committed, and in one day twenty-three thousand fell.
5357	Meke wi á tesi Masaa enke somen fu den. Ne a be mu puu sineki go nyan den kii.	5357	Neither let us test the Lord, as some of them tested, and perished by the serpents.
5358	Meke wi á kaagi a Masaa yesi enke somen fu den. Ne a be sende wan Engel fi en go kii den kaba a soso.	5358	Neither grumble, as some of them also grumbled, and perished by the destroyer.
5359	Ala den sani de pasa, fu wasikoi wi san u á mu du. Ne Masaa Gadu meke den sikiifi fika gi wi, na a pisi yuu ten pe goontapu de fu kaba ya!	5359	Now all these things happened to them by way of example, and they were written for our admonition, on whom the ends of the ages have come.
5360	Bika son sama sa denki taki, a taampu taanga a ini biibi. Ma luku bun! Tesi e suku fu towe i puu a Masaa Gadu pasi.	5360	Therefore let him who thinks he stands be careful that he doesn't fall.
5361	Ma den tesi ya á taanga moo san taa libisama e tyai. Soseefi Masaa Gadu de fitoow fasi fu meke dati á sa bigi pasa u. Ai meke wan pasi tu, fu waka pasa tesi.	5361	No temptation has taken you except what is common to man. God is faithful, who will not allow you to be tempted above what you are able, but will with the temptation also make the way of escape, that you may be able to endure it.
5362	Mi lobi biibiwan! Na dati meke, wai a pasi gi falisi gadu!	5362	Therefore, my beloved, flee from idolatry.
5363	Mi sikiifi a sani ya fu taki anga u enke sama anga fusutan. Da teke den keli luku efu na tuu.	5363	I speak as to wise men. Judge what I say.
5364	Luku fa wi e membee a dede fu Kelestesi. Makandii wi e teke wan kan win diingi gi daa, fu membee en buulu di mokisa wi ala. Wi e teke wan beele nyan gi daa, fu membee en sikin di mokisa wi ala.	5364	The cup of blessing which we bless, isn't it a sharing of the blood of Christ? The bread which we break, isn't it a sharing of the body of Christ?
5365	Da fa na wan beele namo wi e booko pisipisi nyan e soi fa wi ala na awan kodo sikin fu Kelestesi. Winsi fa wi ipi seefi, ma ibiiwan na wan pisi fu a sikin.	5365	Because there is one loaf of bread, we, who are many, are one body; for we all partake of the one loaf of bread.
5366	Biibiwan! A ini Islayeli Kondee, da Dyusama e kii meti begi Masaa Gadu. Da ala sama di nyan dati mokisa anga Masaa Gadu di abi a apaiti begi tafaa, pe den kii dati.	5366	Consider Israel according to the flesh. Don't those who eat the sacrifices participate in the altar?
5367	We, mi á wani taki, falisi gadu de wan sani. Meti di kii fu nyan begi falisi gadu seefi á de wan sani tu.	5367	What am I saying then? That a thing sacrificed to idols is anything, or that an idol is anything?
5368	Ma sabi taki, meti di kii fu nyan begi falisi gadu, na wan sani fu dini takuu jeje. Da fa dati á de gi Masaa Gadu, da mi á wani u mokisa useefi anga en.	5368	But I say that the things which the Gentiles sacrifice, they sacrifice to demons, and not to God, and I don't desire that you would have fellowship with demons.
5369	Bika wi e diingi awan kodo kan win fu membee Masaa. Da fa u sa mokisa dati fu nyan sani di poti enke paiman gi takuu jeje?	5369	You can't both drink the cup of the Lord and the cup of demons. You can't both partake of the table of the Lord, and of the table of demons.
5370	Bika, da u e dwengi Masaa, fu dyalusu. Ma fa u denki, u si enke u taanga moo Masaa, fu poi kibii gi en sitaafu?	5370	Or do we provoke the Lord to jealousy? Are we stronger than he?
5371	Bika mi ya komoto a katibo, fu poi du ala san mi wani. Ma ala san mi wani du á bun fu tyai yeepi gi taawan.	5371	"All things are lawful for me," but not all things are profitable. "All things are lawful for me," but not all things build up.
5372	Da meke ibiiwan á suku fu wooko fu yeepi en wawan namo. Ma san yu e du mu poi yeepi wan taawan.	5372	Let no one seek his own, but each one his neighbor's good.
5373	Luku fa wenkii lai anga meti fu bai nyan. Da bai nyan seefi sondee fu konsensi piki yu taki, na meti di kii fu nyan begi falisi gadu.	5373	Whatever is sold in the butcher shop, eat, asking no question for the sake of conscience,
5374	Bika Masaa Gadu Buku sikiifi taki: “Na Masaa Gadu abi goontapu anga ala san fuu en.”	5374	for "the earth is the Lord's, and its fullness."
5375	We, da sama di á de biibisama sa kai yu a tee. Go nyan efu yu wani. Winsi san den puu gi yu, nyan sondee konsensi piki yu taki, na meti di kii fu nyan begi falisi gadu.	5375	But if one of those who don't believe invites you to a meal, and you are inclined to go, eat whatever is set before you, asking no questions for the sake of conscience.
5376	Ma efu wan sama bali piki yu taki: “Na meti di kii fu nyan begi falisi gadu, yu e nyan!” Da ná nyanmi en, fu lesipeki a sama de anga ala en konsensi.	5376	But if anyone says to you, "This was offered to idols," don't eat it for the sake of the one who told you, and for the sake of conscience. For "the earth is the Lord's, and all its fullness."
5377	Mi á wani taki, na di fi yuseefi konsensi fu lesipeki de. Ma na di fu a taawan. Winsi i taki, yu á de a katibo! I sa nyan a sani! Sama konsensi ná abi leti fu kaagi den fu dati.	5377	Conscience, I say, not your own, but the other's conscience. For why is my liberty judged by another conscience?
5378	I gi Masaa Gadu daa kaba fu nyan a sani. Da sama á mu poi kaagi yu taki, i e nyan wan sani di á bun!	5378	If I partake with thankfulness, why am I denounced for that for which I give thanks?
5379	Ma yee ya! Winsi san de fu nyan ofu diingi ofu du seefi, meke a waka fu taawan sa poi gi Masaa Gadu gaandi.	5379	Whether therefore you eat, or drink, or whatever you do, do all to the glory of God.
5380	Ma ná du sani fu bangula taawan tyai futu go naki. Winsi na Dyusama ofu taa foluku ofu na a kulu biibiwan fu Masaa Gadu seefi.	5380	Give no occasions for stumbling, either to Jews, or to Greeks, or to the assembly of God;
5381	Wooko enke fa mi nái suku fu du wan enkii sani di mu yeepi miseefi namo. Ma na fu yeepi ala taawan, meke Masaa Gadu sa puu denseefi a takuudu anga ogii tu.	5381	even as I also please all men in all things, not seeking my own profit, but the profit of the many, that they may be saved.
5382	We, da tiiki a fasi fu mi enke fa mi tiiki fu Kelestesi.	5382	Be imitators of me, even as I also am of Christ.
5383	Mi e gafa u dise, fa u e membee ala den fasi fu mi de. Soseefi u teke fu waka anga fa mi be leli u.	5383	Now I praise you, brothers, that you remember me in all things, and hold firm the traditions, even as I delivered them to you.
5384	Ma mi wani leli u tu taki, Kelestesi na a ede fu ibii manengee. Masaa Gadu na a ede fu Kelestesi. Ibii manengee na a ede fi en uman.	5384	But I would have you know that the head of every man is Christ, and the head of the woman is the man, and the head of Christ is God.
5385	Da manengee á mu wei sani tapu en ede, te ai begi. Soseefi te a de apaiti takiman a den taawan mindii. Bika, da ai gi en ede sen anga dati.	5385	Every man praying or prophesying, having his head covered, dishonors his head.
5386	Ma na uman mu wei sani tapu en ede, te ai begi. Soseefi, te a de apaiti takiman a den taawan mindii. Bika a sa gi en ede sen sondee dati. A poti enseefi enke manengee di de piipii ede sondee sani tapu dati.	5386	But every woman praying or prophesying with her head unveiled dishonors her head. For it is one and the same thing as if she were shaved.
5387	Bika efu uman á wani wei sani tapu en ede, da meke a go pii en ede fika sondee uwii tu. Ma efu dati na wan sen sani gi wan uman, da meke a tapu en ede de.	5387	For if a woman is not covered, let her also be shorn. But if it is shameful for a woman to be shorn or shaved, let her be covered.
5388	Bika na manengee á mu wei sani tapu en ede. Da ai soi fa Masaa Gadu meke en, fu soi en dyendee fasi taki, sani á de ne en tapu. Ma a uman meke fu soi dyendee fi en man. Da a mu tapu en ede soi taki, en man de ne en tapu.	5388	For a man indeed ought not to have his head covered, because he is the image and glory of God, but the woman is the glory of the man.
5389	Bika a ná wan pisi sikin fu a uman Masaa Gadu be teke meke a man. Ma na wan pisi sikin fu a man a be teke meke a uman.	5389	For man is not from woman, but woman from man;
5390	Soseefi a man á be meke fu de enke yeepi fi en uman. Ma na a uman be meke fu de enke yeepi fi en man.	5390	for neither was man created for the woman, but woman for the man.
5391	Na so meke uman mu abi wan sani di tapu en ede, fu soi taki, ai hei en man poti ne en tapu. Da den Engel di lontu wi seefi sa si fa ai tyai enseefi gi en man sowan fasi.	5391	For this cause the woman ought to have authority on her head, because of the angels.
5392	Ma enke sama di mokisa libi anga Masaa, da a man fanowdu en uman leti enke fa a uman fanowdu en man.	5392	Nevertheless, neither is the woman independent of the man, nor the man independent of the woman, in the Lord.
5393	Bika Masaa Gadu be teke wan pisi sikin fu a man meke a uman, ma na uman e meke man ya tu. Na so ala sani komoto a Masaa Gadu.	5393	For as woman came from man, so a man also comes through a woman; but all things are from God.
5394	Da useefi teke a hii sani ya luku wegi luku efu a bun fu uman á mu wei sani tapu en ede, te ai begi.	5394	Judge for yourselves. Is it appropriate that a woman pray to God unveiled?
5395	Goontapu libi seefi e soi wi taki, te wan man kweki langa uwii, da ai tan wan fasi enke sani fu sen.	5395	Doesn't even nature itself teach you that if a man has long hair, it is a dishonor to him?
5396	Ma uman anga langa uwii e fende gaandi fu dati. Na so a meke fu tyai langa uwii enke a sani di mu tapu en ede.	5396	But if a woman has long hair, it is a glory to her, for her hair is given to her for a covering.
5397	Da sama sa wani sitee anga a toli ya! Ma u mu luku taki, ala taa kulu biibi lontu wi e gi den man gaandi sowan fasi. Den á gwenti du taa fasi.	5397	But if any man seems to be contentious, we have no such custom, neither do God's assemblies.
5398	We, mi wani leli u wan sani ya. Bika mi á poi gafa u fa u e du en anda. U e poti nyanyan fu nyan diingi membee Masaa, ma a nái waka fu yeepi taawan. U e du ogii anga taawan de.	5398	But in giving you this command, I don't praise you, that you come together not for the better but for the worse.
5399	A fosi sani mi yee dise taki, te u kon makandii so, da onmen sowtu paitei sama e sidon de anga paati fasi. We, mi e si enke fu wan pisi, da ai waka so tuu.	5399	For first of all, when you come together in the assembly, I hear that divisions exist among you, and I partly believe it.
5400	Bika paati fasi mu de a biibiwan mindii. Da u sa si sowtu wan fu u na tuutuu biibiwan.	5400	For there also must be factions among you, that those who are approved may be revealed among you.
5401	We, te u poti nyanyan makandii, fu nyan diingi membee Masaa, da a nái waka enke na Masaa u e nyan diingi fu membee tuutuu.	5401	When therefore you assemble yourselves together, it is not the Lord's supper that you eat.
5402	Bika ibiiwan e teke san enseefi tyai kon sondee fu paati anga taawan. Da pootiwan e fika anga angii de. Ma taawan fende nyan fuu bee, te diingi duungu seefi!	5402	For in your eating each one takes his own supper first. One is hungry, and another is drunken.
5403	Da fa u peefuu du so? Bika u abi osu fu nyan diingi fuu bee fosi u kon de. U á be abi fu kon du dati a mindii fu Masaa Gadu sama, fu gi pootiwan sen? U wani soi taki, u hei moo den? Fa mi mu taki a sani ya? Mi á poi gafa u!	5403	What, don't you have houses to eat and to drink in? Or do you despise God's assembly, and put them to shame who don't have? What shall I tell you? Shall I praise you? In this I don't praise you.
5404	Bika Masaa seefi be leli mi ya, fa a nyan beele, diingi win membee a dede di a be teke. Meke mi leli u dati baka ya. Luku a neti di Judasi be o konkuu en. Da a be teke wan beele namo wai kon, fu ala den nyan makandii.	5404	For I received from the Lord that which also I delivered to you, that the Lord Jesus on the night in which he was betrayed took bread.
5405	Namo a gi daa, da ai booko a beele pisipisi paati. Da ai taki: “A beele ya na mi sikin fu nyan. Da u e membee fa a teke dede pai a u peesi. Tan nyanmi en naamo seefi, fu membee a wooko di mi du de.”	5405	When he had given thanks, he broke it, and said, "Take, eat. This is my body, which is broken for you. Do this in memory of me."
5406	Di den kaba nyan, ne a teke wan kan win poti taki: “A kan win ya na mi buulu fu diingi. Da u e membee fa a lon fu Masaa Gadu meke wan nyun kuudei wooko anga sama fi en. Tan diingi en naamo seefi, fu membee a wooko di mi du de.”	5406	In the same way he also took the cup, after supper, saying, "This cup is the new covenant in my blood. Do this, as often as you drink, in memory of me."
5407	We, da ibii leisi u nyan diingi dati, da u e membee fa Masaa meke a nyun kuudei di e soi goontapu a dede fi en, te enke a sa daai kon baka.	5407	For as often as you eat this bread and drink this cup, you proclaim the Lord's death until he comes.
5408	Da luku bun fu sama á nyan dati wan fasi di á fiti. Bika, da yu du wan gaan ogii anga a sikin fu Masaa, soseefi a buulu fi en. Da yu o kisi sitaafu.	5408	Therefore whoever eats this bread or drinks the Lord's cup in a way unworthy of the Lord will be guilty of the body and the blood of the Lord.
5409	Ma meke ibiiwan keli enseefi luku fosi a nyan a beele anga diingi fu a kan win ya.	5409	But let a man examine himself, and so let him eat of the bread, and drink of the cup.
