ID	tweet	label
pcm_train_00246	where do u buy ur longrich toothpaste abi una no wan carry better toothpaste brush una teeth with longrich toothpaste say good buy to teeth extraction and pains toothpaste g = g= delivery available n lagos	negative
pcm_train_00247	these people just dey enjoy for amawbia site mehn no wonder dem no wan make i show since ‍️ see better local kitchens chilled drinks n all	negative
pcm_train_00248	i don dey fall in love with another person ke god help me abeg boboyen yen cute gan ni nau	negative
pcm_train_00249	lol face go chop till e die no worry im not even talking naija food ️	negative
pcm_train_00250	i fit elbow person pikin this night abeg no near me i dey provoke	negative
pcm_train_00251	everyone is but me the one wey dey pain me pass na that morning parade they way dem dey wake people up they way dem dey shout on top people head	negative
pcm_train_00252	stop eet na so una shout detty detty detty last year turn horror movie lets just enjoy this december in peace and look forward to a better recession dey already sef	negative
pcm_train_00253	one problem i don get since primary school i no dey hear word and i dey chop indomie sef e no do chop again wahala for who dey chop beans that time o	negative
pcm_train_00254	aa i dey like this i don comot my hand for anything virtual betting	negative
pcm_train_00255	pesin go dey save but money go dey leak	negative
pcm_train_00256	wahala dey i don forget which department i dey and its like asuu will call off this strike tomorrow	negative
pcm_train_00257	abegii make dem run tests sharply make we no go dey hear another case of weda na zoonotic disease or not	negative
pcm_train_00258	its icons not minding their business for me i hope they wont drag laycon into this nonsense now ‍ while we are here celebrating youre going to step on a sleeping dogs tail i don tire for una sef ‍	negative
pcm_train_00259	omo this one don pass horror film o ‍️‍️ if na rough play stop am abeg see fante na	negative
pcm_train_00260	how will i tell my keeds i gained admission in and resumed university in them go con dey look me say i dey lie say i write jamb more times	negative
pcm_train_00261	come ooh na every match ronald koeman go dey start pedri why pedri go come chance rigui puig just like dat make this our coach know make me dislike pedri ooh	negative
pcm_train_00262	im telling u like this very painful u cant listen to some songs anymorego just dey skip the thing dey go	negative
pcm_train_00263	we sha turn up if chance dey ooobut then plenty ppl sorry men in the comments section are not singu na knack dem dey find holy ghost ‍️‍️‍️	negative
pcm_train_00264	small sickness i don dey chop like thief o wrong na	negative
pcm_train_00265	imo i dey follow one babe talk yesterday my head just dey pain me like pretty babe no go dey smart rara	negative
pcm_train_00266	im in that position right damn now something i hated with passion not seeing myself do it in a million years guess what na im i dey do now god help me pls	negative
pcm_train_00267	de gea that free kick was like that dude said wait hol up yoh degea hold ma beer im crying now my wey i for use go buka chop just waste this afternoon so manu don collect	negative
pcm_train_00268	when i dont have money i no dey at peace na why i dey sleep	negative
pcm_train_00269	go just dey flex and even vex for us ontop our money wahala for who no get big brother oo	negative
pcm_train_00270	na joke oo wetin i wan do with +	negative
pcm_train_00271	i always dey pity for some people wey dey talk say them no fit dey fear god make them still dey fear human being like them ur name nah sorry them go chop yah raw flesh you don see where wife they tell husband say nah me dey behind your brokenness	negative
pcm_train_00272	as paul pogba dey train bruno fernandes dey hail am real dey recognize real	negative
pcm_train_00273	na this kain content i dey like sign for	negative
pcm_train_00274	bro e done tal i dey wait for you ️ thank god sha dis brush my head sha go play my guy e get why	negative
pcm_train_00275	seeing as rice cost for market i just dey admire that bag of rice wey dey there god bless you for your support blessed is the man that giveth than the one that taketh may gods blessings and grace be upon you always	negative
pcm_train_00276	but wait on magbe with said ki eba toh jina kan le dada ori na la ma ti ro but dem no dey turn eba ontop fire i wish say na ki amala toh jina dada ori na la ma ti ro would make everything meaningful but i love you like that	negative
pcm_train_00277	like play like play e don almost reach a year wey i go watch football for viewing centre trading ₦ for gb and above	negative
pcm_train_00278	how far omo ologo we dey argument background like this ooo safe your boi i beg just simple question i beg how round you fit do cause me don put my client nunber on top you say you fit do round with nice tone	negative
pcm_train_00279	omooo which soap dey use baff na baba has been on hits for the past few months now ive not recovered from cash app baba gave me triumphant im still tryna recover from that boomfade wan kee me	negative
pcm_train_00280	hell yeah im a straight up amazing person mixture of craze intelligence and the love of christ why wouldnt i love me plus i never see person wey dey ever ready to improve on themselves like me ️	negative
pcm_train_00281	youth corpers like us na na only naira dey rush us	negative
pcm_train_00282	lowkey when i dey high school and teacher beat me i no dey cry bcos them no fit flog reach folashade e be like she go school of flogging	negative
pcm_train_00283	boys dey hospital dey work salah meat just dey pass patient come and join me doctor me im fine maam thank you	negative
pcm_train_00284	fine boys like us we no dey too rush malaria like that na malaria dey rush us	negative
pcm_train_00285	me yayi zafi ina ruwanka kuma e no concern u e no concern u abeg stop bn a cule pls	negative
pcm_train_00286	unilag student like us wey they stay for hostel we no too dey form na bedbugs rush us ‍️‍️‍️	negative
pcm_train_00287	na lie sef i no dey do again i don see that your picture you go just make me feel inferior	negative
pcm_train_00288	lol me na those advert dey vex me pass	negative
pcm_train_00289	na dem dey rush us was written by inspired men of god even the bible confirmed it long before we were born	negative
pcm_train_00290	please help us have the fun too na we just dey god dey our side for here	negative
pcm_train_00291	but i really like the zobo i drink na god dey save pesin sha	negative
pcm_train_00292	be like say na dem dey rush us o	negative
pcm_train_00293	era for slayqueen don chill na level now make we sef do our shakara till this year end na pana all my guys out there fine boyz like us	negative
pcm_train_00294	i want to slide in this girls dm on ig but she has like followers abeg how una dey do am me wey i no get yarns i give up	negative
pcm_train_00295	the way wey slippers go cut for this lagos ehn israelites slippers dey learn work for where we dey person go waka come dey kick stone like ronaldo wey wan play free kick	negative
pcm_train_00296	this same pepe wey dey do anyhow against man u see now ehn the defeat kon dey pepper me ehn like say e just happen	negative
pcm_train_00297	she didnt even come with her nigga she just looked uninterested and na dem dey trip for the boy pass	negative
pcm_train_00298	e don happen again o olosho don steal iphone pro max wey my guy borrow	negative
pcm_train_00299	this ppl hand sef no good if dem no steal am e go break or lost	negative
pcm_train_00300	oluwa sky blue water blue wetin dey bloomate wetin dey halt wetin dey do like this like that for my chest	negative
pcm_train_00301	some people will see you drinking water and be like bros make me sef drink water na theyll see you eating bros make me sef chop too youll be breathing and they will ask you to buy oxygen for them to breathe too guy chill tf out na	negative
pcm_train_00302	oga banks wetin dey occur na the day wey i go sleep early make i wake by you post in play for today again you shift am to i offend you	negative
pcm_train_00303	romance without finance is nuisance abeg imagine dating someone who cant call you and ask you to take two weeks leave so you guys can go on baecation poor people have no need looking for love abeg carry person daughter dey soak garri	negative
pcm_train_00304	omg this kind next level wey we dey for this nigeria e too much mcb don reduce one year oo now na three years course	negative
pcm_train_00305	lmfaooooooooooooo na why church dey tire me rich person testimony dey different always different from broke person own	negative
pcm_train_00306	lol really though why una always dey give us middle finger for your pictures na we offend you	negative
pcm_train_00307	oluwa wetin dey happen for netflix dem go use am sub their exestweets like if i had stayed with that one maybe thats how i would have ended	negative
pcm_train_00308	wetin push me go do this kind work na biscuits bone remain abeg i no do again tanigbolaamos please help tag until they see this visual siscobowzfilms	negative
pcm_train_00309	abroad ko abroad ni my account be looking like a hr clock if it was to be an airtime sef i cant even say hellohow far na me abeg call me back	negative
pcm_train_00310	sanwo olu ti aláro ba nipe o ma da fun e alalé o ni je ko da fun e in fact awon mejeji o le agree ko da fun e sef you fucking cunt	negative
pcm_train_00311	sha said im sorry na okay im still sorry	negative
pcm_train_00312	epele jor youll be fine im sure person like you wetin you want burn flesh no dey anywhere oh you want to turn to spaghetti	negative
pcm_train_00313	this is current situation i dey like this if i mistakenly jam egg seller na beat dem go beat me nothing go comot my pocket	negative
pcm_train_00314	you de like person wey de stuffer from ebola sorry you be like wetin ebola de suffer from	negative
pcm_train_00315	lol i don forget na years ago no vex	negative
pcm_train_00316	body hot like rihana na na kimani kill e show wah you into i want to really know	negative
pcm_train_00317	dis woman just dey fine everyday i hope baba still dey chop ur work well	negative
pcm_train_00318	abeg yoruba is a beautiful language and na curse dey sweet pass	negative
pcm_train_00319	make una come buy wetin we dey sell oh kindly help rt also for our customers on your tl	negative
pcm_train_00320	nothing is more beautiful than seeing ur woman with no make up in one of ur best tee shirts or polo thats too big for her rocking it with one super killing bumshot doing kuruukeree ur side god waytin dey encapsulate na god make e circumnavigate reach me too na	negative
pcm_train_00321	happy birthday bro god shall continually enlarge your coast after the order of jabez in the name of jesus i no far from you na i dey igandoikotun anytime we fit link up	negative
pcm_train_00322	me i don send out deliveries already i dey bed dey enjoy ac come let me employ you to be frying puff puff	negative
pcm_train_00323	as u talk say u de support man utd i com de feel say dis beauty went to the wrong person its all love thoo	negative
pcm_train_00324	omo na true oh money wey him borrow me he dey collect am back	negative
pcm_train_00325	hello na she be this na sha wan spoil the trend	negative
pcm_train_00326	im really sorry im used to keeping to myself and my guys shey u even rejected my j when i gave you last last sha na me fuck up sorry	negative
pcm_train_00327	as dis mfs wey on the field wen my boiz came to town years back hope u remember the goals bashings back to back sha	negative
pcm_train_00328	you people are cheap niyen o una done dey forget our best boss you done even give hin title out in less than month	negative
pcm_train_00329	e con be like say we wey never invest in bitcoin no get plan for our future ‍️‍️‍️‍️ i dey wait make he reduce na to sell my pops land go invest but dis thing just dey rise like yeast	negative
pcm_train_00330	nawa o must i buy everything ni why are you people not nice na book i wan read i no kill person and i no get money ‍️edakun	negative
pcm_train_00331	dem don carry lolade go date she no de pick my call again naso life be	negative
pcm_train_00332	just reread this and it sounds weird please im saying im learning work where kemi dey abeg	negative
pcm_train_00333	na like league dem go dey na we dont hate them like that na just one more year make dem fight relegation small	negative
pcm_train_00334	the way dem go drag this guy this season ehn sometimes it is players wey dem don too rate like this that makes that messi not playing in the epl argument kinda valid loool	negative
pcm_train_00335	leave your fathers house leave your fathers house okay now i enter market spent more than k na leather way no full na him i come back with which kind wahala bdis	negative
pcm_train_00336	i said thesame thing but e be like i no come sabi wey i dey talk	negative
pcm_train_00337	walai i go pour salt inside all these generators e be like people wan dey compete for ment inside my compound wetin be all these noise ffs	negative
pcm_train_00338	brothis is the first time you replied a tweet properly e be like say your na only evening your head dey function	negative
pcm_train_00339	its not even bout nose mask dem don dey run am since na worse dem go sit for seat in front of you backing you with their extensions breeze go now finish work ‍️ for people like us that dont do breakfast before work hay god stomach go turn person till e drop	negative
pcm_train_00340	wait oo make e no be say this gl dey one corner dey carry us catch better cruise with him bf oo	negative
pcm_train_00341	ọmọ una sure sey dem no suppose dey send these kind people go kirikiri once once cos omooooooo	negative
pcm_train_00342	wahala be like broken condom e don leak	negative
pcm_train_00343	wetin this one dey try talk how person wan understand anything like this	negative
pcm_train_00344	lmao wetin don dey occur for christian twitter	negative
pcm_train_00345	the one i had that generated the malaria inside me im still battling with drip + injection currently maybe na god dey punish me sef god biko free me i wont do it again for the main time	negative
pcm_train_00346	something light to water your tongue this sunday afternoon air fried chicken of destiny ️ im tempted to use it to sell lunch tomorrow sef but o premium sha please take one and pass to your neighbor jarey o my dear life is too short not to chop better	negative
pcm_train_00347	im in this location right now god i can feel the music in my heart and e dey sweet mee	negative
pcm_train_00348	be like my belle don dey big osmall enjoyment	negative
pcm_train_00349	omo i say make i tell una say na now i just dey reach we thank god for journey mercies	negative
pcm_train_00350	me na ur die hard fan not only because of ur songs way dey give me joy️ but u be my namesake abdulrazaq me no want giveaway at all i did dis cover the love i have u and all i want is from u thank you	negative
pcm_train_00351	wish you all the best david one of the finest ever reliable baller ever seen alaba mr workaholic na man you be how i wish u stay a bit further why madrid again na city dem suppose sell am go na naso we give dem kroos dt yr	negative
pcm_train_00352	i be repentant thief oo the meat wey i dey steal for pot i don repent since bless your boy sir	negative
pcm_train_00353	aje baba table water from to malt from to na rich man dey chop beta food now when i go blow to take care of people god when	negative
pcm_train_00354	the guy wey dey flog am no try this na joke compared to wetin him do the woman na	negative
pcm_train_00355	dem don comot me for groupchat cos i talk good ebening	negative
pcm_train_00356	this na wetin you dey call small matter ehn tell me na how the political journey of one person for kubau wan take affect the rest of us for nigeria positively tell me o make everybody get out jare	negative
pcm_train_00357	those of una wey don experience dragging for this app how e feel because e be like say my own don dey load based on my last tweet	negative
pcm_train_00358	una no tell me say na like this this ulcer thing dey be oh i just ate big plate of eba now now and e still be like say nothing don enter my belle heyyyy god wetin be this	negative
pcm_train_00359	as this country is going e be like god don comot hand from anything wey concern nigeria cause whats all this sad news everyday	negative
pcm_train_00360	just remember that my neighbour got pissed that in his absence his wife paid their bit to recharge the prepaid meter over the wend egoistic men like this disgust me you dey vex say your wife dey pay bills something wey i go come back buy thank you dinner for her	negative
pcm_train_00361	shitttttttt tried to clean my ears with an earbud and i think i pushed the wax further in my right ear don deaf oo abeg where the doctors for my tl im panicking	negative
pcm_train_00362	wahala for who no dey read before e like oo	negative
pcm_train_00363	the light at the end of my tunnel be like ungun known men don vandalize am since i don dey this tunnel i no see light	negative
pcm_train_00364	i used one of your atm gtb for ekenwan road benin city branch withdrawal today i was debited and didnt get paid i still havent gotten a reversal till now abeg make una reverse my k nor be for this kind economy person dey lost k	negative
pcm_train_00365	the amount wey betking and sporty don chop for my hand i still nvr win one game like this since this year	negative
pcm_train_00366	how una dey do this love thing sef bcs me i don tire laidis	negative
pcm_train_00367	burna said com make i give you gist only for him to ask his enemies whens the last time somebody did like dis so bc its since it only means baba don waka many odogwu	negative
pcm_train_00368	with the way things dey go for this country eh i am very very scared no security no job no comfort no peace nothing nothing wtf is going on in this life sef abi angel gabriel should just blow trumpet now sef make the world kuku end mtchewwwwww	negative
pcm_train_00369	but if na man dey touch woman like that na harassment	negative
pcm_train_00370	see as the guy bin dey give us that hin mumu smile like tony umez	negative
pcm_train_00371	this shawarma no be wetin my belle won chop ooooo	negative
pcm_train_00372	e con be like say i no wan serious with my life again	negative
pcm_train_00373	celebrate me now when i dey alive appreciate me now when i dey alive no be say when i leave this life you go dey fake am for my back	negative
pcm_train_00374	lol even at this point buhari twitter defenders don tire e don dey spoil beyond wetin anybody fit defend	negative
pcm_train_00375	ịdị correct dey learn better ones o know say na bad bad ones go dey your head	negative
pcm_train_00376	e go dey like play till e happen	negative
pcm_train_00377	na ment this bros send me eflier of how to attract the right partner e never reach like this o e never reach make i dy pay for such webinar	negative
pcm_train_00378	you people are wicked i say make una no retweet that tweet but na then una know where the retweet button dey when i talk something wey make sense retweet go dey slow like naija antiinsurgency fight na wah	negative
pcm_train_00379	abeg i wan marry you na you look superb lyk this	negative
pcm_train_00380	im not even bothered again sef todays discovery just made me realise im actually doing something great	negative
pcm_train_00381	where una dey see this love make una remain small dash me na	negative
pcm_train_00382	you need a house help please hire me i don tire to de do nothing i wan work i go do am	negative
pcm_train_00383	imade cut small soap for me and tell your daddy to please send me the nylon of his soap wey he don use finish i go put am for water make e foam small	negative
pcm_train_00384	gets paid £ naira a week bros abeg sir no cut soap for me na that k£wen dey on top make i dey collect every month	negative
pcm_train_00385	i tried to clear small bills in our house today d last one i did i tell my mama e be like say e don choke ooooo na so this woman send me money right here on this chair aunty toyin god bless u	negative
pcm_train_00386	to everyone building house plus building engineers please give us the contract to supply sachina bricks and tiles for you na beg we amagoz tiles and bricks dey beg una when you come across this tweet please retweet it our next clients are among your followers	negative
pcm_train_00387	you are all that i want girl more precious to me than diamonds and pearls just like a star you light up my world the way i feel inside e always on my mind e e and i cant get over you girl cos you got me so confused you got me in the mood and you make me feel brand new	negative
pcm_train_00388	congrats agbawo abeg cut soap for me this bills dey choke me even if na once	negative
pcm_train_00389	i hope can still remember all his tracks he don sing too much song abeg that man na legend aswr	negative
pcm_train_00390	na the body spray and perfume be this oh container don land make una pardon my video quality	negative
pcm_train_00391	so because your boyfriend give you small attention today you don forget me the funny guy no be so them dey do things o but lola kumfayakun e ma pada je breakfast	negative
pcm_train_00392	everytime i see this girls tweet im like werey sheyav tweet nonzenz once again e no dey ever get head rara and na chimmy best girl o	negative
pcm_train_00393	omo the way some customers go rude to you eh i just dey here dey collect raking person wey i fit beat on a very good day but i dey beg	negative
pcm_train_00394	see as person dey miss better airdrops because of phone abeg who get android phone wah no dey in use	negative
pcm_train_00395	wtf imagine this bastard wey him head no carry glory dey spit shit we don exile you for street tori street won ma fvckee up	negative
pcm_train_00396	na these women ụna wan give gun ellah cynthia blessing for don kill me since	negative
pcm_train_00397	we be like men for this life wey no fit relate but the don die	negative
pcm_train_00398	e dey do me like say my eye won comot i hate mondays	negative
pcm_train_00399	na this kain bruh wey i get dem never like my progress	negative
pcm_train_00400	this thing wey we dey take joke dey pain us person just need to laugh it off ni	negative
pcm_train_00401	i go leave betting for una if this odds no play don baba please balance my account because betway don finish me patapata	negative
pcm_train_00402	person go dey waka on road na oppression left and right person go sleep na oppression i day see inside dream person go come twitter to cruise na another round of oppression again kinlode bayii nau take it easy on us edaakun	negative
pcm_train_00403	this fake life has finally land me into trouble when i think say we dey plenty for single life omo everyone don sort them selves out sha dey con dey use the singu life we gather dey before dey mock me	negative
pcm_train_00404	na why i dey ask abuja when they fit cheap like this	negative
pcm_train_00405	wait ooo does it means that don scam me true true still my k the their betting app ah for this today nigeria wey hard like this chai who send me sportybet well don shebi na me	negative
pcm_train_00406	ha youre mean its ok no be your fault na origi wey no gree score one on one against burnley	negative
pcm_train_00407	its now common among young people if u try to correct someone from doing something bad heshe will be like mind your business over sabi bla bla if we continue like this gaskiya problem go dey i dey pity our generation	negative
pcm_train_00408	let me state this if you give me two miss call ill call back three miss call dont bother expecting me to call back five miss call i will block you una go dey call person like say una kidney dey my hand	negative
pcm_train_00409	my stew burn on top say i won engage una post and still una go still dey air my posts experience nah good teacher	negative
pcm_train_00410	i think i get you now you guys have started rd semester of preclinics omo una welldone io bhet marathon shotgun for two weeks is not good na abi how did they even break your course for multiple lecturers sef i can feel your pain now	negative
pcm_train_00411	i hate coming to ilorin esp this tanke area you must go broke before leaving how much person get sef wey i they spend like i don make am	negative
pcm_train_00412	this lagos will nuh be the end of somebody e dun tey person chop better food belch	negative
pcm_train_00413	wahala dey o my girlfriend say na she dey lead praise and worship for her church on valentines day and dem dey do vigil till monday evening abeg shey na lori iro or i should calm down	negative
pcm_train_00414	omo job hunting go humble you you go just dey greet everybody good morning sir im fine ma alright sir thank you ma the banks wey i go this morning i don waste my sir and ma on top their heads	negative
pcm_train_00415	i don find a good tattoo guynah money for the tattoo i dey find abeg nah help a sister help me retweet guys	negative
pcm_train_00416	im trying to write my brain is singing i see i saw na like this i wan take graduate	negative
pcm_train_00417	so i cant visit my village in peace rat don chop my new earpiece wahala dey for who still use earpiece	negative
pcm_train_00418	you people have mind to even check statement omo heart dey cut me because of the plenty red letters i dey see for there e con be like dem dey grind pepper for my statement	negative
pcm_train_00419	hunger dey where i fit see amala chop like this	negative
pcm_train_00420	na daredevil dey vex me dey form born again christian	negative
pcm_train_00421	my name is wunmi and i am happy to bring to your notice that you should buy makeup i deh sell well to people i come even deh give freebie sef so why some of una deh say i will get back to you‍️ lori iro i am available to take orders now oo	negative
pcm_train_00422	lmao you gat me bah joksss no kee me with laugh abeg babe see ehn lemme brag sef im too expensive to do gbam	negative
pcm_train_00423	god bless you una don dey blow me gradually	negative
pcm_train_00424	person wey we meet that year i even give am k to settle security as baba no hold cash for hand when he won dey move thinking sey na investment till tomorrow otedola dey owe me k	negative
pcm_train_00425	got sick sometime last month i was told i had blood infection at the hospital now im getting sick again and im just scared my mum wont come inside my room sef abi them don quarantine me	negative
pcm_train_00426	person dey beg me for money because of tl joke part of the reason why im taking this social distancing and isolation seriously is because im very broke nobody should mock my situation this morning please	negative
pcm_train_00427	sneakers don cost well well for market no thanks to all girls na when una begin wear am the thing cost	negative
pcm_train_00428	how una dey even know all these year of production sef person go see fine car another idiot go come with na old model sef discouragement im tayad	negative
pcm_train_00429	lolpass to where bros better answer una just dey over hype the kind oba fit dey wonder where all the juju way una yall say him get dey	negative
pcm_train_00430	na china chop meat na we dey wash hand wahala no good day	negative
pcm_train_00431	se na like this we go dey dey e haaa don na like this we go dey dey e	negative
pcm_train_00432	because no wwe in nigeria e dey scrashhh dem for body like chloroquine without piriton	negative
pcm_train_00433	the great oracle i greet you with cowries its now obvious youre dodging me no wahala one day one early morning youll see me in front of your shrine we die there na dat day you go know say water don pass garri kontinu	negative
pcm_train_00434	one of my neighbors like this just imagine noise of gen wey dem dey use muscle on	negative
pcm_train_00435	this woman here dey cough like she wan cough out her lungs abegi oh me i don go inside	negative
pcm_train_00436	these people no go hear word e be like say dem swear for dem na so covid take start	negative
pcm_train_00437	successful aba nigga go loud am like mad u knw all dose china speaker nasounds so unpleasant dai kids are so lousy dem go jus de shout for yoruba ehn d others ones will be watching nollywood like say dem de mad mi am ready no sleep for d wicked i de feel d bass	negative
pcm_train_00438	don jazzy this is not fair oo lock down sef don hit ogun state bayi aiye ti paree ooo	negative
pcm_train_00439	nepa and people wey dey sell fuel too no wan help us no light and fuel pump is still at n playstation with junks go meet brain lidis	negative
pcm_train_00440	omo e just be like say man dem dey konji prison	negative
pcm_train_00441	e be like say nothing for me today o i don drop account details everywhr nobody dey see am	negative
pcm_train_00442	nah highlights goals dey make me dey shout like madman now ma neighbors don dey look me somehow	negative
pcm_train_00443	na me retweet una pass na i always retweet andor like whenever i come across your posts	negative
pcm_train_00444	which kind movie una send me go watch wey de make person cry abeg	negative
pcm_train_00445	in spain cases deaths recoveries naija please be safe your pastor and imam have a good house to stay without sharing anything with anybody una the ones wey dey share share	negative
pcm_train_00446	no dey do frontman when it concern fighting for right in nigeria‍ if u hear gbas gbos na oyo u dey ur supporter go talk say u no suppose talk like dat na there u go hear if na me address d issue e no go b like dat peele awon eniyan human right	negative
pcm_train_00447	upon all the evidence wen we dey see for social media baba still beli say na bomb and im the illiterate o say where are the fragments of the meteorite of to say na true meteoriteand im like but bro people already encroached on that field nowwe wont see it immediately	negative
pcm_train_00448	na wetin i no like to dey hear be this o business is business	negative
pcm_train_00449	this morning i woke up and decide to spy on twitter for some good new but no i was angry share money e nor reach me too share i still dey hope share the same story do too e nor reach me abeg who i offend	negative
pcm_train_00450	if i see am for road i go s drag am he say i don cum like wtf me wey no sabi anything	negative
pcm_train_00451	thank god you will pass through park corona will say hi hey even that place sef na where this virus fit spread for aba problem dey	negative
pcm_train_00452	prevention is better than cure but this lock down no go work because na wen man comot na him man go chop this post is for those politicians just like una gave us rice salt and made tshirt during campaign	negative
pcm_train_00453	im so terribly scared i might die a virgin shey na like this e suppose be	negative
pcm_train_00454	its not funny oo dem don remove the transformer sef carry am go	negative
pcm_train_00455	tbvh hard girls like us na only our pillow de know say we de cry when we do around u be proud of yourself already	negative
pcm_train_00456	na only moyo i see for my houseparty profile please me add me up where the party de happen im so bored	negative
pcm_train_00457	na that one dey pain my soul pass come be like say baba dey pay in advance make i just kuku rest ‍️	negative
pcm_train_00458	abeg be quiet you are not even the champion in your family your younger brother better pass you and i still beat am join who una wan call for me your ancestors go sabi play game na	negative
pcm_train_00459	as you no con like me now wetin con happen if you are not careful we go present buhari again in and e go enter una go protest and riot for twitter for day afterward una go rest	negative
pcm_train_00460	lmao i was suppose to use grater but the okro no gree okro too soft know i have a lot of it to chop i just use the hennessy as an energy booster boss e no easy	negative
pcm_train_00461	mans brought out clothes for hommie to help him wash i wan act like say i wan help wash am i know him go say leave am buh my village people fit cast me him go pack am gimme	negative
pcm_train_00462	make una dey look back before tweeting ooo because of ordinary covikk i said oga police come carry me for house oooimamofpeace e no go better for you	negative
pcm_train_00463	na anfileld dem disrespect like this that one even dey slide with him back	negative
pcm_train_00464	oti be like you know say you no get sense abi you no stan me wey be your room mate and you no promote my hustle but you dey stan celeb wey no send you abi if dem born you well reach this house ask me for food mek your celeb feed you heeeeeeeeeeoooooottttt	negative
pcm_train_00465	some girls go just carry period dey come guy house why if you dey on your period abeg no come my house i dont like what i hate gossipmillnaija mcedopikin samklef	negative
pcm_train_00466	guy even to sleep sef dey scare me imagine sleeping and your mind is still thinking if you washed your hands enough small headache last nite i don dey fear	negative
pcm_train_00467	that is the problem a lab in usa got a way to test corona virus within a space of minutes and we are lacking testing kits i will say again wetin una need na chisos	negative
pcm_train_00468	as i dey vex for e be like make i vex unfollow am self because of the anger of not doing my panic shopping yet and the lockdown in abuja is tomorrow	negative
pcm_train_00469	why na only guys dey like this my video since sha na the fine oxladies i post am for please abi i offend the ladies for this app	negative
pcm_train_00470	oau people e be like say all of una don enter express oooooooo egungun was not careful enough ‍️	negative
pcm_train_00471	e good ooo i hear say you don come back and i suppose con collect dubai gift oooo but unto corona you no fit see me i no fit see you shey make i send account number our account fit see ooo	negative
pcm_train_00472	bae called dis morning asking me to com spend de day with her but i told her i gad be work she said on an average day hw much do u make i told her to k aunty sent k to me saying she hav paid me for de day wit a bae lik dis y wont we leave in peace n harmony	negative
pcm_train_00473	wetin i fit tell don jazzy wey go make baba dash me money like this	negative
pcm_train_00474	see bah asides good health financial security is everything ive written down my list for panic buyingstock up with several adjustments to fit in with money in my account but its not just adding up oluwa wetin dey coronate	negative
pcm_train_00475	burna don buy am iphone e don proud buju to your ears	negative
pcm_train_00476	chairmo nah beg i dah beg increase ma acct balance ma me too dey count mula in zeros eh if i dey chop life too ee no bad i no kill pesin fada na nah beg i deh beg some people say no dey rush i look them like i resemble rush hour	negative
pcm_train_00477	lmao na law school abeg we don get marriage order ope first collins last	negative
pcm_train_00478	don jazzy don dey trend pass coro lol anywhere don jazzy say pim laidis comments section go bust ni donjazzy ma pa wa na	negative
pcm_train_00479	dangote is a learner na when even small diezani dey steal money wey pass the worth of dangote	negative
pcm_train_00480	i saw dis girlmy self esteem wen to i cantbut na money b fine bobo sha	negative
pcm_train_00481	your avatar looks scary tho im sorry your eyes looks dark like the demons i see in supernatural series dont get offended pls im just saying what im seeing	negative
pcm_train_00482	make we no marry girl wey sabi cook girl wey get good attitude cos na ball we won chop abii sir cody wolfe you are foolish	negative
pcm_train_00483	make una patronize me na i never chop for days now o why una de do me like this nah	negative
pcm_train_00484	they are nice beautiful till u wan marry demmoney u will spend is enough to buy lands and build houses then after u marry dem once dem born chai oluwa fatty	negative
pcm_train_00485	after my byte baba was like eyin office worker yi shaa e like adaje all dis office workers una like chop alone i was like ok take na if you want na so baba grab am oh i couldnt cry	negative
pcm_train_00486	lol sorry be like na computer true true wey ogadi and ovie dey play and somebody just kee me	negative
pcm_train_00487	guy you are wicked that kick fit don comot her womb like that o	negative
pcm_train_00488	gone are those days when we used to have rainy and dry seasons in nigeria now we have the e be like say rain wan fall season and the this heat wan kill person season	negative
pcm_train_00489	open the motel room toilet for midnight and you see two big fat cockroaches crawling out of the plumbing towel go stiff like wetin them starch the color sef go de confusing is it brown is it grey off white	negative
pcm_train_00490	when a babe tells you i dont care if youre bood up my guy just run because na wetin i wan do like this	negative
pcm_train_00491	it wasnt even direct and i dont talk to her im in pains talking about hes like my bro im not even a bro im like a bro my brain is even aching me	negative
pcm_train_00492	s e a s o n s ~ g r e e t i n g s thankful for sweet clients like you you made awesome	negative
pcm_train_00493	wetin praise band dey sing sef	negative
pcm_train_00494	like this like this ehh benin boyz no wan hear o dem say buhariust go oo any body wen see buharibmake e tell am ooo make e fit run for his life o	negative
pcm_train_00495	the way haruna insults me last night i aion fit wake am again	negative
pcm_train_00496	read this with keen interest thinking its going to make sense at the end wetin be this	negative
pcm_train_00497	people just dey like my poverty tweet anyhow oluwa wetin dey occur	negative
pcm_train_00498	the point wey i dey lead you i fit use am climb bike a liverpool fan to a chelsea fan	negative
pcm_train_00499	to dey order things for boyfriend from vendors now go dey scare babes make dem no go dey do bedmatics delivery	negative
