gcf_id	gcf_text	fra_id	fra_text
7851170	An sé moun Ayiti.	7851188	Je suis d'Haïti.
7851170	An sé moun Ayiti.	7851189	Je suis haïtien.
7851193	An ka manjé on ponm.	13776	Je mange une pomme.
7851194	Mwen ka manjé on ponm.	13776	Je mange une pomme.
7851195	An ké manjé on ponm.	5247403	Je mangerai une pomme.
7851196	Mwen ké manjé on ponm.	5247403	Je mangerai une pomme.
7851193	An ka manjé on ponm.	5273792	Je suis en train de manger une pomme.
7851194	Mwen ka manjé on ponm.	5273792	Je suis en train de manger une pomme.
7851198	An ka manjé on konkonm.	925400	Je mange un concombre.
7851199	Mwen ka manjé on konkonm.	925400	Je mange un concombre.
7851200	An ka manjé on yarout.	3510300	Je mange un yaourt.
7851201	Mwen ka manjé on yarout.	3510300	Je mange un yaourt.
7851202	An ka manjé on sitwon.	5247111	Je mange un citron.
7851203	Mwen ka manjé sitwon.	5247111	Je mange un citron.
7851204	An ka manjé on kiwi.	5247120	Je mange un kiwi.
7851206	Mwen ka manjé on kiwi.	5247120	Je mange un kiwi.
7851208	An manjé on ponm.	5247202	Je mangeais un kiwi.
7851209	Mwen manjé on ponm.	5247202	Je mangeais un kiwi.
7851212	An ké manjé on gato.	5247692	Je mangerai un gâteau.
7851214	Mwen ké manjé on gato.	5247692	Je mangerai un gâteau.
7851216	An ké manjé on sitwon.	5248962	Je mangerai un citron.
7851217	Mwen ké manjé on sitwon.	5248962	Je mangerai un citron.
7851218	An ké manjé on kiwi.	5249040	Je mangerai un kiwi.
7851219	Mwen ké manjé on kiwi.	5249040	Je mangerai un kiwi.
7851335	An manjé on sandouch.	6892340	Je mangeais un sandwich.
7851336	Mwen manjé on sandouch.	6892340	Je mangeais un sandwich.
7851337	An k'ay manjé on sitwon.	5249516	Je vais manger un citron.
7851338	Mwen k'ay manjé on sitwon.	5249516	Je vais manger un citron.
7851339	An té ké manjé on chouval.	7786027	Je pourrais manger un cheval.
7851340	Mwen té ké manjé on chouval.	7786027	Je pourrais manger un cheval.
7851341	An té ké manjé on chival.	7786027	Je pourrais manger un cheval.
7851342	Mwen té ké manjé on chival.	7786027	Je pourrais manger un cheval.
7851343	An sòti manjé on falafèl.	505927	Je viens de manger un falafel.
7851344	Mwen sòti manjé on falafèl.	505927	Je viens de manger un falafel.
7808454	An ka manjé on sandouch.	2950064	Je suis en train de manger un sandwich.
7851349	Mwen ka manjé on sandouch.	2950064	Je suis en train de manger un sandwich.
7851410	An ni dé frè.	7940	J'ai deux frères.
7851412	Mwen ni dé frè.	7940	J'ai deux frères.
7851415	An ni twa frè.	7097923	J'ai trois frères.
7851416	Mwen ni twa frè.	7097923	J'ai trois frères.
7851419	An ni on frè é dé sè.	444127	J'ai un frère et deux sœurs.
7851429	An ni dé frè é twa sè.	781324	J'ai deux frères et trois sœurs.
7851431	Mwen ni dé frè é twa sè.	781324	J'ai deux frères et trois sœurs.
7851439	An ni on téléfòn nèf.	7851441	J'ai un nouveau téléphone.
7851442	An ka pran on taksi pou rantré akaz.	7851444	Je prends un taxi pour rentrer.
7851446	Ki tan ka fè ?	3256362	Quel temps fait-il ?
7851451	I ka chèché travay.	936093	Il cherche du travail.
7851451	I ka chèché travay.	2393674	Elle cherche du travail.
7851452	An ka chèché travay.	6444	Je cherche du travail.
7851455	Ou ka chèché travay.	7851457	Tu cherches du travail.
7851458	Yo ka chèché travay.	7851459	Ils cherchent du travail.
7851458	Yo ka chèché travay.	7851460	Elles cherchent du travail.
7851462	Nou ka chèché travay.	7851464	Nous cherchons du travail.
7851461	Zòt ka chèché travay.	7851465	Vous cherchez du travail.
7851471	An ka manjé on sòwbé vanni.	7851474	Je mange une glace à la vanille.
7851475	I ka manjé on sòwbé vanni.	7851476	Il mange une glace à la vanille.
7851478	Ou ka manjé on sòwbé vanni.	7851480	Tu manges une glace à la vanille.
7851488	I ka manjé on sòwbé.	7851489	Il mange une glace.
7851486	Ou ka manjé on sòwbé.	7851491	Tu manges une glace.
7851483	An ka manjé on sòwbé.	7851493	Je mange une glace.
7851594	An ni senkantan.	7851597	J'ai cinquante ans.
7851598	An ni senkantéennan.	7851601	J'ai cinquante et un ans.
7851605	I ni santan.	7851608	Elle a cent ans.
7851605	I ni santan.	4435845	Il a cent ans.
7851664	Sa ka fè dézan i ni on kansè, mé i ka kité byen.	7851672	Il a un cancer depuis deux ans, mais il resiste bien.
7851716	Lè an té sòlda, an té adjidan.	7851719	Quand j'étais militaire, j'étais adjudant.
7851720	Nou pran on bon ben an lanmè.	7851721	Nous avons pris un bon bain de mer.
7851724	Bésé mizik-la !	4997088	Baisse la musique !
7851729	Alé bèsé ti sè a'w !	7851731	Va bercer ta petite sœur !
7851732	Alé bèsé ti frè a'w !	7851734	Va bercer ton petit frère !
7851735	Bèt an mwen pa ni dlo.	7851737	Mes animaux n'ont rien à manger.
7851747	An bizwen ay an vil.	1725070	Il faut que j'aille en ville.
7851748	An bizwen ay an vil, an pa ni lajan.	7851751	Il faut que j'aille en ville, mais je n'ai pas d'argent.
7851756	I sé moun Fwans.	494240	Il est français.
7851767	Yo sé moun Fwans.	5264772	Ils sont français.
7851774	An ka palé ba'w.	1121395	Je te parle.
7851774	An ka palé ba'w.	7851777	C'est à toi que je m'adresse.
7853922	Si an vlé.	7853926	Si je veux.
7853924	Si i vlé.	7853929	S'il veut.
7853924	Si i vlé.	7853930	Si elle veut.
7853931	Si nou vlé.	7853934	Si nous voulons.
7853932	Si zòt vlé.	942081	Si vous voulez.
7853933	Si yo vlé.	7853937	S'ils veulent.
7853933	Si yo vlé.	7853938	Si elles veulent.
7905517	An bizwen vou.	9054	J'ai besoin de toi.
7905519	Mwen bizwen vou.	9054	J'ai besoin de toi.
7905532	An pa ka konpwann.	3528	Je ne comprends pas.
7905533	Mwen pa ka konpwann.	3528	Je ne comprends pas.
7905595	Mi chalè !	1391668	Quelle chaleur !
7905599	Mi yo !	2922316	Les voici !
7905603	Mi'y.	1112336	Le voici.
7905608	A pa jé !	7905609	Ce n'est pas une blague !
7905610	Fiyèl a papa'w ka voyé bonjou ba'w.	7905613	Le filleul de ton père te passe le bonjour.
7905614	Timoun an mwen pasé lègzanmen a'y.	7905615	Mon enfant a été reçu à son examen.
7905619	Onsèl koul baton, i abazoudi konpè lapen.	7905626	D'un seul coup de bâton, il assomma compère lapin.
7905632	Bato-la koulé adan on batzyé.	7905633	Le bateau a coulé en un clin d'œil.
7910971	Karib té ni ak.	7910973	Les indiens Caraïbes avaient des arcs.
7910972	Fò ou ajisté pòt-la !	7910974	Il faut que tu ajustes la porte.
7914930	An enmé Kati.	135153	J'aime Cathy.
7914931	Mwen enmé Kati.	135153	J'aime Cathy.
7914933	An enmé dòmi.	128566	J'aime dormir.
7914937	Mwen enmé dòmi.	128566	J'aime dormir.
7914942	An enmé chanté.	532512	J’aime chanter.
7914944	Mwen enmé chanté.	532512	J’aime chanter.
7914952	An enmé kouwi.	6224	J'aime courir.
7914954	Mwen enmé kouwi.	6224	J'aime courir.
7914942	An enmé chanté.	1084776	J'aime chanter.
7914944	Mwen enmé chanté.	1084776	J'aime chanter.
7914958	An enmé palé.	1121498	J'aime parler.
7914959	Mwen enmé palé.	1121498	J'aime parler.
7914960	An enmé li.	1276212	J'aime lire.
7914961	Mwen enmé li.	1276212	J'aime lire.
7914962	An enmé najé.	1367214	J'aime nager.
7914963	Mwen enmé najé.	1367214	J'aime nager.
7914964	Mwen enmé ri.	2383920	J'aime rire.
7914965	An enmé ri.	2383920	J'aime rire.
7914966	An enmé révé.	2482431	J'aime rêver.
7914967	Mwen enmé révé.	2482431	J'aime rêver.
7914969	An enmé aprann.	2602992	J'aime apprendre.
7914970	An enmé apwann.	2602992	J'aime apprendre.
7914971	Mwen enmé aprann.	2602992	J'aime apprendre.
7914972	Mwen enmé apwann.	2602992	J'aime apprendre.
7914973	An enmé manjé.	3452605	J'aime manger.
7914974	Mwen enmé manjé.	3452605	J'aime manger.
7914975	An enmé Tatoeba.	3562394	J'aime Tatoeba.
7914976	Mwen enmé Tatoeba.	3562394	J'aime Tatoeba.
7914980	An enmé travay.	3634360	J'aime travailler.
7914981	Mwen enmé travay.	3634360	J'aime travailler.
7914984	An enmé maché.	4681955	J'aime marcher.
7914986	Mwen enmé maché.	4681955	J'aime marcher.
7914988	An enmé Tòm.	4767871	J'aime Tom.
7914989	Mwen enmé Tòm.	4767871	J'aime Tom.
7914990	An enmé kalkilé.	5179311	J'aime calculer.
7914991	Mwen enmé kalkilé.	5179311	J'aime calculer.
7914992	An enmé dansé.	6463342	J'aime danser.
7914993	Mwen enmé dansé.	6463342	J'aime danser.
7914994	An enmé bwè.	6813628	J'aime boire.
7914995	Mwen enmé bwè.	6813628	J'aime boire.
7914996	An enmé péché.	7093325	J'aime pêcher.
7914997	Mwen enmé péché.	7093325	J'aime pêcher.
7923225	Èskè nou ké wivwè on jou ?	7923227	Nous reverrons-nous un jour ?
7935003	Byenvini !	373296	Bienvenue !
7937731	Doubout !	135578	Debout !
7937732	An enmé'w.	2075910	Je t'aime.
7937733	Mwen enmé'w.	2075910	Je t'aime.
7937734	An té enmé'w.	1792108	Je t'aimais.
7937735	Mwen té enmé'w.	1792108	Je t'aimais.
7937737	An enmé'w onlo.	400411	Je t'aime beaucoup.
7937738	An enmé'w toubòlman.	400411	Je t'aime beaucoup.
7937739	Mwen enmé'w onlo.	400411	Je t'aime beaucoup.
7937740	Mwen enmé'w toubòlman.	400411	Je t'aime beaucoup.
7937742	An enmé'w osi.	629358	Je t'aime aussi.
7937743	Mwen enmé'w osi.	629358	Je t'aime aussi.
7937744	An enmé'w, doudou !	1492026	Je t'aime, chérie !
7937745	Mwen enmé'w, doudou !	1492026	Je t'aime, chérie !
7937746	An enmé'w toubòlman !	2851067	Je t'aime beaucoup !
7937747	An enmé'w onlo !	2851067	Je t'aime beaucoup !
7937748	Mwen enmé'w toubòlman !	2851067	Je t'aime beaucoup !
7937749	Mwen enmé'w onlo !	2851067	Je t'aime beaucoup !
7937750	An enmé'w papa.	3356812	Je t'aime papa.
7937751	Mwen enmé'w papa.	3356812	Je t'aime papa.
7937752	An enmé'w manman.	3356814	Je t'aime maman.
7937753	Mwen enmé'w manman.	3356814	Je t'aime maman.
7937754	Papa, an enmé'w !	5230593	Papa, je t'aime !
7937755	Papa, mwen enmé'w !	5230593	Papa, je t'aime !
7937756	Avan mwen té enmé'w.	5257697	Autrefois je t'aimais.
7937757	Avan an té enmé'w.	5257697	Autrefois je t'aimais.
7937759	An enmé'w, Tòm.	5527729	Je t'aime, Tom.
7937760	Mwen té enmé'w, Tòm.	5527729	Je t'aime, Tom.
7937762	An enmé'w onlo, Tòm !	4869067	Je t’aime beaucoup, Tom !
7937763	An enmé'w toubòlman, Tòm !	4869067	Je t’aime beaucoup, Tom !
7937764	Mwen enmé'w toubòlman, Tòm !	4869067	Je t’aime beaucoup, Tom !
7937765	Mwen enmé'w onlo, Tòm !	4869067	Je t’aime beaucoup, Tom !
7937771	Pa obliyé mwen ! An enmé'w !	7746183	Ne m'oublie pas ! Je t'aime !
7937772	Pa obiyé mwen ! An enmé'w !	7746183	Ne m'oublie pas ! Je t'aime !
7819480	An enmé'w !	3250	Je t'aime !
7977484	Pa pléré.	1251902	Ne pleure pas.
7977497	Mi bèl lakansyèl !	460622	Quel bel arc-en-ciel !
7979133	An kòlè.	6463365	Je suis en colère.
7979134	Mwen kòlè.	6463365	Je suis en colère.
7979135	An pisimyé légim kri ki légim kuit.	7979139	Je préfère les légumes crus aux légumes cuits.
7979172	Ka nou dwèt fè ?	1794080	Que devons-nous faire ?
7979180	Nou pa dwèt fè poltiik.	7979182	Nous ne devrions pas faire de politique.
7979268	Ou fè éwè.	7979269	Tu t'es trompé.
7979270	Ka rété dé kilomèt avan rivé-la.	7979271	Il reste deux kilomètres avant l'arrivée.
7979289	Limé limyè-la.	7979291	Allume la lumière.
7979410	Mi yo.	7979412	Les voici.
7985005	Èskizé mwen, ki lè i yé ?	4472063	Pardon, quelle heure est-il ?
7985023	Bato-la ka koulé.	429472	Le bateau coule.
7987065	Pa touché'y !	1684605	Ne touche pas à ça !
7987070	An enmé magazen-lasa.	5798736	J'aime ce magasin.
7987071	Mwen enmé magazen-lasa.	5798736	J'aime ce magasin.
7987073	Ban mwen mont a'w.	4759602	Passe-moi ta montre.
7987074	Dàn k'ay koumansé.	4062275	Dan va commencer.
7987077	Sé fimèl-bèf an mwen.	3222064	C'est ma vache.
7987078	An ka li, ou ka ékwi.	5254213	Je lis; tu écris.
7987079	Mwen ka li, ou ka ékwi.	5254213	Je lis; tu écris.
7987080	Ou ni dé liv ?	563664	As-tu deux livres ?
7987081	Ou ké li on lèt.	5210666	Tu liras une lettre.
7987082	Nou sé zanmi a'w.	5899567	Nous sommes tes amis.
7987083	Zòt ka konpwann mwen ?	610259	Vous me comprenez ?
7987084	Ou pé kwè li.	3675446	Vous pouvez le croire.
7987696	Nou ka pléwé.	655322	Nous pleurons.
7987718	Ban mwen on pal.	463521	Aidez-moi.
7987718	Ban mwen on pal.	428130	Aide-moi.
7987979	Syèl !	845462	Ciel !
7987984	Kijan ?	1314426	Comment ?
8000145	I ka lavé'y.	458200	Il se lave.
8000146	Lavé pyé'w.	487183	Lave tes pieds.
8000147	An ka lavé mwen.	553650	Je me lave.
8000148	Lavé biwo-la !	1049938	Lave le bureau !
8000152	I ka lavé loto a'y.	132429	Il lave sa voiture.
8000154	An ka lavé chimiz-la.	460139	Je lave la chemise.
8000155	I ka lavé loto-la.	487144	Il lave la voiture.
8000156	I ka lavé jip a'y.	986424	Elle lave sa jupe.
8007365	I ni ywitan.	130651	Il a huit ans.
8007368	I ni ywit lanné.	130651	Il a huit ans.
8012925	Gadé'w !	806542	Regarde-toi !
8012939	I ka kouwi.	672262	Il court.
8012939	I ka kouwi.	672268	Elle court.
8012955	An ka vin.	511417	Je viens.
8021805	I ka wété Outsiplou.	3527839	Il habite à Outsiplou.
8029318	Ou pèd lajan'w ?	8029323	As-tu perdu ton argent ?
8029330	Yo ni katwèven dòla.	8029331	Ils ont quatre-vingts dollars.
8029336	Yo ni katwèvendis dòla.	8029339	Ils ont quatre-vingt-dix dollars.
8029345	I ka palé.	8029346	Il est en train de parler.
8029351	Ka ou ka fè ?	543525	Que faites-vous ?
8029355	Sa ki wivé'w ?	1203049	Que t'est-il arrivé ?
8030628	An pa sav.	3100	Je ne sais pas.
8030630	Mwen pa sav.	3100	Je ne sais pas.
8030707	A pa Kévin ?	8030713	C'est pas Kévin ?
8030728	Ni on moun blésé.	8030730	Il y a un blessé.
8030737	Ni onlo lafimé.	8030751	Il y a beaucoup de fumée.
8030761	Ni on moun ka néyé !	8030766	Il y a quelqu'un qui se noie !
8030819	I ni dézan.	8030891	Il a deux ans.
8030820	I ni twazan.	8030892	Il a trois ans.
8030823	I ni senkan.	8030894	Il a cinq ans.
8030825	I ni sizan.	8030896	Il a six ans.
8030828	I ni sètan.	8030897	Il a sept ans.
8030831	I ni nèvan.	8030900	Il a neuf ans.
8030833	I ni dizan.	8030901	Il a dix ans.
8030835	I ni douzan.	8030903	Il a douze ans.
8030836	I ni twèzan.	8030905	Il a treize ans.
8030840	I ni kenzan.	8030907	Il a quinze ans.
8030841	I ni sèzan.	8030908	Il a seize ans.
8030842	I ni kat lanné.	8030910	Il a quatre ans.
8030865	I ni onzan.	8030912	Il a onze ans.
8030871	I ni katòz lanné.	8030913	Il a quatorze ans.
8030873	I ni disèt lanné.	8030917	Il a dix-sept ans.
8030877	I ni dizywitan.	8030920	Il a dix-huit ans.
8030881	I ni diznèf lanné.	8030921	Il a dix-neuf ans.
8030884	I ni ventan.	8030923	Il a vingt ans.
8030889	I ni ventéen lanné.	8030925	Il a vingt-et-un ans.
8030928	I ni venndézan.	8030938	Il a vingt-deux ans.
8030930	I ni venntwazan.	8030939	Il a vingt-trois ans.
8030932	I ni vennkat lanné.	4714744	Il a vingt-quatre ans.
8030951	I ni twantan.	586538	Il a trente ans.
8030957	I ni twantéennan.	8030963	Il a trente-et-un ans.
8030965	I ni twanndézan.	7851147	J'ai trente-deux ans.
8030971	I ni twanntwazan.	8030981	Il a trente-trois ans.
8030988	I ni kawant lanné.	8030992	Il a quarante ans.
8030994	I ni kawantéennan.	8030997	Il a quarante-et-un ans.
8030998	I ni kawanndézan.	8031003	Il a quarante-deux ans.
8031004	I ni kawanntwazan.	8031010	Il a quarante-trois ans.
8031013	I ni kawannkat lanné.	8030992	Il a quarante ans.
8031026	I ni swasant lanné.	8031033	Il a soixante ans.
8031028	I ni swasanndis lanné.	8031034	Il a soixante-dix ans.
8031058	I ni katwèvenen lanné.	8031065	Il a quatre-vingt-un ans.
8031054	I ni katwèven lanné.	8031068	Il a quatre-vingts ans.
8031054	I ni katwèven lanné.	8031069	Il a octante ans.
8031058	I ni katwèvenen lanné.	8031072	Il a octante-un ans.
8031112	Ay !	3760068	Aïe !
8031106	Pwèmyé moun ki ka wèsté Mawi-Galant, sé té Awawak.	8031115	Les premiers habitants de Marie-Galante furent des Arawak.
8031117	An k'ay bòdlanmè.	5975730	Je vais à la plage.
8031122	Koulè lasa pa k'ay èvè'y.	8031124	Cette couleur ne lui va pas.
8031120	An pa k'ay ankò !	8031125	Je n'irai plus !
8031119	On jou, pannan manman yo pa té la, yo ay an bwa.	8031126	Un jour, pendant que leur mère était absente, ils s'en allèrent dans les bois.
8031139	Ayen pa ka fè pitit.	8031140	Rien ne se fait sans rien.
8031138	On ayen ka boulvèsé on fanm ansent.	8031143	Un rien suffit à donner la nausée à une femme enceinte.
8031137	Bonjou konpè ! Ka sa yé ?	8031144	Bonjour mon ami ! Comment ça va ?
8031131	Pa ni ayen pou manjé an péyi-la.	8031146	Il n'y a rien à manger dans le pays.
8031132	I pa ka konpwann ayen.	8031147	Il ne comprend rien.
8031134	Misyé pa ayen a'w.	8031150	Il n'est rien pour toi.
8031134	Misyé pa ayen a'w.	8031153	Il n'a aucun lien de parenté avec toi.
8031135	Pa ni ayen !	8031155	Ça va !
8031163	Ayenki lanmò ki pa ni wimèd.	8031178	Seule la mort est irrémédiable.
8031165	Ayenn a fè !	8031179	Rien à faire !
8031167	Ayisyen débaké Mawi-Galant.	8031182	Des Haïtiens ont débarqué à Marie-Galante.
8031169	Ka manké mwen azòt pou kann an mwen.	8031183	Je n'ai pas assez d'engrais azoté pour mes cannes à sucre.
8031170	Woté ba-la asi bouwikèt-la !	8031184	Débâte l'âne !
8031174	Pa oubliyé mèt ba-la dèyè pòt-la !	8031185	N'oublie pas de fermer la porte avec la barre !
8031187	Ba andsou !	8031234	La barre sous le vent !
8031196	Fè ba !	8031237	Fais un bisou !
8031199	Vin ba papa on ti ba !	8031246	Viens faire un bisou à papa !
8031200	Fè sa ba manman !	8031252	Fais ça pour maman !
8031203	An ké pòté on ti pwason ba zòt.	8031254	Je vous apporterai un peu de poisson.
8031206	Chanté ba on bouwikèt, sé kaka i ké ba'w.	8031260	Chantez pour un âne, il vous donnera des crottes.
8031211	Ban mwen li !	1322428	Donne-le-moi !
8031212	Ba'y li !	1564070	Donne-le-lui !
8031213	Ban manman li !	8031270	Donne-le à maman !
8031222	Ba'y adan'y !	8031273	Donne-lui en.
8031225	Yo ka ba bèf bwè.	8031282	Ils font boire les bœufs.
8031222	Ba'y adan'y !	8031285	Donne lui-en !
8031291	Ba'y tan manman !	8031293	Donne-lui celui de maman !
8031296	Ban nou li !	8031297	Donne-le-nous !
8031307	I ka ba bèf bwè.	8031310	Il fait boire les bœufs.
8031316	Ba papa sa !	8031317	Donne ça à papa !
8031312	Ban manman sa !	8031322	Donne ça à maman !
8031327	Ba'y ta papa !	8031331	Donne-lui celui de papa !
8031340	Ba yo pyé, yo ka pwan men.	8031346	Donnez-leur le pied, ils prennent la main.
8031339	Bab a misyé la blan.	8031350	Le monsieur a la barbe blanche.
8031354	Sé twant désanm ki ké ba i katwan.	8031362	Il aura quatre ans le trente décembre.
8031366	Ba i !	8031369	Rosse-le !
8031366	Ba i !	8031371	Casse-lui la gueule !
8031372	Mi bab !	4626032	Quelle histoire !
8031378	Mi bab pou mwen mi !	8031381	Me voilà bien embêté !
8031384	I té tèlman an bab !	8031385	Il était dans un tel pétrin !
8031386	I tonbé babap épi misyé.	8031387	Il est tombé nez à nez avec lui.
8031389	I ni dé gwo bajòl.	8031390	Elle a deux grosses bajoues.
8031391	Bak-la plen, pa ni plas pou sé tomat lasa.	8031392	Le bac du réfrigérateur est plein, il n'y a pas de place pour ces tomates.
8031393	Ti gason-la pa pwan bak.	8031395	Le jeune garçon a raté son bac.
8031396	Ki bakannal ésa !	8031397	Qu'est-ce que c'est que ce tapage !
8031402	An baké Lapwent é madanm lasa.	8031404	J'ai embarqué à Pointe-à-Pitre avec cette dame.
8031407	An baké Fòdfwans é misyé lasa.	8031410	J'ai embarqué à Fort-de-France avec ce monsieur.
8031412	404 ni baladè o volan.	8031413	La 404 a le levier de vitesse au volant.
8031417	Si ou two baladè, ou pé'é manjé'w !	8031419	Si tu passes trop de temps à te balader, tu n'auras rien à manger !
8031421	I woutouné dé men balan, men an pòch a'y.	8031423	Il retourna les mains vides, les mains dans les poches.
8031424	Ba i balan !	8031427	Donne-lui de l'élan !
8031436	Balans a'w pa bon, madanm.	8031437	Votre balance n'est pas juste, madame.
8031433	Lè i vwè balan kòwòsòl ki té an pyé-la, i koumansé chanté.	8031442	Quand il vit la quantité de fruits sur le corossolier, il se mit à chanter.
8031446	I balansé sèk a'y an gèl a'y.	8031450	Il s'envoya un petit rhum derrière la cravate.
8031445	Lè swa, i enmé balansé kò a'y anlè bèwsèz a'y.	8031451	Le soir, il aime se balader dans sa berceuse.
8031454	Papa an mwen fè on balansin adan pyé mango la.	8031457	Mon père a installé une balançoire dans le manguier.
8031460	Yo di ni on balenn ki échwé Kapèstè.	8031463	On dit qu'il y a une baleine échouée à Capesterre.
8031465	I anlè balkon a'y.	8031467	Il est sur son balcon.
8031469	Pou Nwèl, mwen ké achté balon pou mèt an sapen-la.	8031474	Pour Noël, j'achèterai des ballons pour mettre dans le sapin.
8031478	Jandam-la fè'y souflé an balon.	8031483	Le gendarme l'a fait souffler dans l'alcootest.
8039149	Ka an ka sèvi'w ?	8039160	Qu'est-ce que je te sers ?
8039151	Mèsi onpil, sé tout.	8039163	Merci beaucoup, ce sera tout.
8039186	Ki chimiz ou achté ?	8039255	Quelle chemise as-tu achetée ?
8039221	Ki chyen ki mòdé'w ?	8039257	Quel chien t'a mordu ?
8039223	Kimoun ki bwè dlo-la ?	8039259	Qui a bu l'eau ?
8039225	Ki moun ou enmé ?	2367775	Qui aimes-tu ?
8039226	Kilès zòt pisimé ?	8039263	Laquelle préférez-vous ?
8039228	Kilès pwan'y ?	8039266	Qui l'a pris ?
8039230	Kijan yo fè'y ?	8039270	Comment l'ont-ils fait ?
8039231	Ki koté ou ka wété ?	6145	Où habites-tu ?
8039237	Kitan nou ka vwè ?	8039275	On se voit quand ?
8039239	A kilè nou ka vwè ?	8039278	On se voit à quelle heure ?
8039243	An pé pa, an ja ni mo.	8039280	Je ne peux pas, j'ai déjà rendez-vous.
8039246	Kitan zòt ké vini ?	1568828	Quand viendrez-vous ?
8039249	Pouki i fè sa ?	2222898	Pourquoi a-t-il fait ça ?
8039251	Konmen timoun yo tini ?	8039289	Combien d'enfants ont-elles ?
8039291	Pouki zòt fè sa ?	8039297	Pourquoi avez-vous fait ça ?
8039293	Pouki ou fè sa ?	3072646	Pourquoi as-tu fait ça ?
8039302	Kitan yo ké vini ?	8039309	Quand viendront-elles ?
8039305	Kitan ou ké vini ?	1568829	Quand viendras-tu ?
8039308	Kitan i ké vini ?	8039312	Quand viendra-t-elle ?
8039347	Apawèy-lasa two konpliké ban mwen.	8039355	Cet appareil photo est trop sophistiqué pour moi.
8039393	Nou ka vwè lonbwaj a nonm-lasa.	8039398	On voit la silhouette de cet homme.
8039404	Konmen timoun i tini ?	8039409	Combien d'enfants a-t-il ?
8039405	Konmen timoun ou tini ?	1147730	Combien d'enfants as-tu ?
8039460	I ka wété kotésit.	8039463	C'est ici qu'il habite.
8039480	Sé kòyòt-la ka hélé lannywit.	8039475	Les coyotes hurlent la nuit.
8039482	Madagaska sé on lilèt.	8039486	Madagascar est une île.
8039492	I ka mèt an lidé a'y sa i k'ay fè apwé.	8039493	Il imagine ce qu'il fera plus tard.
8039498	Pwasa-lasa bidim !	8039503	Ce poisson est immense !
8039515	An ka fè manjé èvè lywil zoliv.	8039520	Je cuisine à l'huile d'olive.
8039536	Sé zétwal-la ka kléwé adan syèl-la.	678667	Les étoiles brillent dans le ciel.
8039539	An ni on lagwip.	10967	J'ai un rhume.
8039548	Étenn limyè-la !	8039549	Éteins la lumière !
8039569	Nou ka jwé boul andèwò.	8039572	On joue au ballon à l'extérieur.
8039658	An ka chwazi lenj an mwen asi katalòg.	8039661	Je choisis mes vêtements sur catalogue.
8039663	Pwensès-la ka baké abò bèlchawèt a'y.	8039667	La princesse est montée dans son carrosse.
8039669	I ka pòté anlo lò.	8039670	Elle porte beaucoup de bijoux.
8039673	Nou kontan vwè zòt akaz !	8039674	Bienvenue chez nous !
8039702	Apwé manjé-la, an toujou ka manjé on fwi.	8039704	Après le repas, je mange toujours un fruit.
8039706	Plita, an ké on avyatè !	8039709	Dans le futur, je serai aviateur !
8039705	Plita, an ké on chanpyon ténis !	8039711	Dans le futur, je serai championne de tennis !
8039716	Mwen k'ay laga pwan twen-la.	8039726	Je vais à la gare pour prendre le train.
8039728	An enmé fomaj a kabwit.	8039732	J'aime le fromage de chèvre.
8039734	Plita, mwen ké on chantè !	8039739	Dans le futur, je serai chanteur !
8039735	Plita, mwen ké on dansè !	8039741	Dans le futur, je serai danseur !
8039737	Plita, mwen ké on chantèz !	8039743	Dans le futur, je serai chanteuse !
8039738	Plita, mwen ké on dansèz !	8039745	Dans le futur, je serai danseuse !
8039753	Plita, mwen ké on jandab !	8039756	Dans le futur, je serai gendarme !
8039763	Matant an mwen sé sè a manman mwen.	8039764	Ma tante est la sœur de ma mère.
8039782	An pa sav ola yo yé.	5900354	Je ne sais pas où ils sont.
8039784	Mwen pa sav otila yo yé.	5900354	Je ne sais pas où ils sont.
8039786	An pa sav o yo yé.	5900354	Je ne sais pas où ils sont.
8039793	Tòm sé on zanmi a sé zannimo-la.	7903999	Tom est un ami des animaux.
8039812	Ola wéyon a nonm yé ?	8039824	Où se trouve le rayon homme ?
8039818	Ola wéyon a madanm yé ?	8039830	Où se trouve le rayon pour femmes ?
8039820	Ola wéyon a timoun yé ?	8039836	Où se trouve le rayon enfant ?
8039847	Ki pwi a mayo-lasa ?	8039855	Combien coûte ce maillot de bain ?
8039849	Ki pwi a pantalon-lasa ?	469698	Combien coûte ce pantalon ?
8039851	Ki pwi a soulyé-lasa ?	4052438	Combien coûtent ces chaussures ?
8039864	Ès ou pé woté katwèven éwo ?	8039865	Peux-tu retirer quatre-vingts euros ?
8039861	Ès ou pé woté san éwo ?	8039866	Peux-tu retirer cent euros ?
8039862	Ès ou pé woté senkant éwo ?	8039867	Peux-tu retirer cinquante euros ?
8039863	Ès ou pé woté twant éwo ?	8039868	Peux-tu retirer trente euros ?
8039870	Ès ou pé woté kawant éwo ?	8039873	Peux-tu retirer quarante euros ?
8039871	Ès ou pé woté swasant éwo ?	8039874	Peux-tu retirer soixante euros ?
8039872	Ès ou pé woté mil éwo ?	8039875	Peux-tu retirer mille euros ?
8039891	An pé pa tann li.	6000424	Je ne peux pas l'entendre.
8039892	Mwen pé pa tann li.	6000424	Je ne peux pas l'entendre.
8040522	An ni swasantéonzan.	8040580	J'ai soixante et onze ans.
8040524	An ni swasanndézan.	8040590	J'ai soixante-deux ans.
